,title,brand,model,price,discount,discount_%,sex,colour,cushioning,stability,best_use_surface,midsole,outsole,upper,link_shoes
40,Altra Mont Blanc,Altra,Mont Blanc,180.0,135.0,75.0,women, Coral/Black,High,Neutral,"Cushioned Comfort,Racing,Smooth Trails and Fireroads,Rocky and Technical Trails","Altra EgoMaxmidsole is a compound designed with excellent resilience, providing high levels of durability and responsiveness.Natural Ride System (NRS)design includes a more natural, foot-shaped last, zero millimeter heel-to-toe drop, and metatarsal-specific shapes in the outsole to assist in proper foot mechanics and allow for more natural foot movement.Standard Foot Designfollows a slightly thinner design that is still roomy for ultimate comfort.",Vibram Lite outsole has a phenomenal grip in strategically placed areas keeping weight at a minimum.,"Gaiter Trapis a velcro strap that secures trail running gaiters to the shoe, preventing debris from building up beneath the shoe (matching gaitersold separately).Race-Inspired Upperis lightweight, thin, and allows runners to stay locked in while traversing different types of terrain.Standard Footshape is Altra's most common footshape that sits right in the middle of the Original and Slim fit options. This fit will be slightly slimmer than the Original roomier fit.  ",https://www.runningwarehouse.com/Altra_Mont_Blanc/descpage-ALMBW01.html
41,Altra Timp 4,Altra,Timp 4,160.0,120.0,75.0,women, Deep Teal,High,Neutral,"All Around,Smooth Trails and Fireroads","Altra EgoMaxmidsole is a compound designed with excellent resilience, providing high levels of durability and responsiveness.Inner Flexflex grooves system provides additional flexibility and cuts weight for increased performance.Natural Ride System (NRS) design includes a more natural, foot-shaped last, zero millimeter heel-to-toe drop, and metatarsal-specific shapes in the outsole to assist in proper foot mechanics and allow for more natural foot movement.Foot Shape Toe Boxallows the shoe to move with the bones and tendons of the foot.",MaxTrac Outsoleuses anatomically-shaped sticky rubber that prioritizes grip and durability on uneven terrain.,"Knit Uppercreates an adaptable upper that provides premium comfort.TPU Overlay provides a lightweight structure to secure fit around the top of the foot.Gaiter Trap Systemis a velcro strap that secures trail running gaiters to the shoe, preventing debris from building up beneath the shoe.Standard Footshape is Altra's most common footshape that sits right in the middle of the Original and Slim fit options. This fit will be slightly slimmer than the Original roomier fit.  ",https://www.runningwarehouse.com/Altra_Timp_4/descpage-ATP4W3.html
42,Altra Rivera 3,Altra,Rivera 3,139.95,0.0,0.0,women, White/Green,High,Neutral,"All Around,Fast Runs,Gym Workouts,Casual Wear,Walking,Roads and Pavement",AltraEGOcushioning is responsive and resilient.Balanced Cushioningplaces the heel and forefoot at the same level.Natural Foot Designfollows the natural shape of the foot for ultimate comfort.,Rubber outsoleis strategically placed for added durability and traction.,"Sock-like Engineered meshkeeps the upper light and breathable.Slim Footshapeis Altra's slimmest fitting option, sleek and more fast-paced or race-ready feeling while still allowing for natural toe splay.  ",https://www.runningwarehouse.com/Altra_Rivera_3/descpage-ARI3W02.html
43,Altra Outroad,Altra,Outroad,140.0,83.88,59.91,women, Dark Gray/Blue,Medium,Neutral,"All Around,Hiking,Roads and Pavement,Smooth Trails and Fireroads",AltraEGOcushioning is responsive and resilient.Balanced Cushioningplaces the heel and forefoot at the same level.Natural Foot Designfollows the natural shape of the foot for ultimate comfort.,MaxTrac outsole with moderate lugs for traction and durability.,"Simple Engineered meshkeeps the upper light.Slim Footshapeis Altra's slimmest fitting option. While this fit does allow for a natural toe splay, it feels sleek and more fast-paced or race-ready.  ",https://www.runningwarehouse.com/Altra_Outroad/descpage-ALGMW1.html
44,Altra Outroad 2,Altra,Outroad 2,139.95,0.0,0.0,women, Blue/Green,Medium,Neutral,"All Around,Hiking,Roads and Pavement,Smooth Trails and Fireroads",AltraEGOcushioning is responsive and resilient.Balanced Cushioningplaces the heel and forefoot at the same level.Natural Foot Designfollows the natural shape of the foot for ultimate comfort.,MaxTracoutsole with moderate lugs for traction and durability.,"Updated Engineered mesh offers more protection from road and trail elements while highly breathable and light.Slim Footshape is Altra's slimmest fitting option. While this fit does allow for a natural toe splay, it feels sleek and more fast-paced or race-ready.  ",https://www.runningwarehouse.com/Altra_Outroad_2/descpage-ALOU2W2.html
45,Altra Provision 7,Altra,Provision 7,139.95,0.0,0.0,women, Light Blue,Medium,Mod,"All Around,Walking,Roads and Pavement",Altra EGOmidsole provides a responsive yet soft and comfortable feel.GuideRailtechnology acts like a bumper system for adaptive stability.InnerFlex grid-like grooves in the midsole are designed to provide flexibility and natural movement.,FootPod Technologyergonomically maps the bones and tendons of your foot to encourage natural movement underfoot.,Molded Heel Collaroffers a secure fit.Breathable Tongue with engineered vamp mesh.Standard Footshapeis Altra's most common footshape that sits right in the middle of the Original and Slim fit options. This fit will be slightly slimmer than the Original roomier fit.  ,https://www.runningwarehouse.com/Altra_Provision_7/descpage-APR7W04.html
46,Altra Solstice XT 2,Altra,Solstice XT 2,130.0,97.5,75.0,women, Black,Low,Neutral,"Fast Runs,Gym Workouts,Roads and Pavement",EVA midsole foam delivers durable cushioning.Inner Flex is comprised of a flex groove system that provides additional flexibility and cuts weight for increased performance.Natural Foot Design followsthe natural shape of the foot for ultimate comfort.,Durable Athletic Rubbercovers the outsole for increased longevity.,"Engineered Mesh wraps with the foot without restricting it for a breathable, sock-like feel.Internal Heel Counter holds the heel in place.Toe Reinforcement promotes forefoot protection.  ",https://www.runningwarehouse.com/Altra_Solstice_XT_2/descpage-ASXT2W1.html
47,ASICS Gel Nimbus 25,ASICS,Gel Nimbus 25,159.95,0.0,0.0,women, White/White,High,Neutral,"All Around,Cushioned Comfort,Roads and Pavement",FLYTEFOAM BLAST PLUS ECOoffers a more responsive and overall protective underfoot experience.Rearfoot Pure GEL Cushioning Systemuses a silicone-based gel for responsive shock absorption on impact.TRUSSTICtechnology improves stability.,ASICS LITE Rubberis added for exceptional durability and a lightweight construction.ASICS HIGH Abrasion Rubber is placed in critical areas of the outsole for exceptional durability.,Engineered Knit Meshupper provides a soft and breathable construction.Ortholite X-55sockliner provides a premium step-in feel.Knit Tongue construction extends around the ankle for a luxurious feel and protection.Pull Tab makes getting the shoe on and off easy.  ,https://www.runningwarehouse.com/ASICS_Gel_Nimbus_25/descpage-AN25W13.html
48,ASICS Gel Cumulus 25,ASICS,Gel Cumulus 25,139.95,0.0,0.0,women, Indigo Blue/Sky,Medium,Neutral,"All Around,Casual Wear,Walking,Roads and Pavement",FLYTEFOAM BLAST PLUS delivers responsive propulsion and soft cushioning that is lighter than traditional midsole foams and offers increased shock absorption.PURE GEL Cushioning System uses a silicone-based gel for responsive shock absorption on impact.,AHAR Outsole Rubber Full ground contact rubber providing enhance traction to road surfaces.,Recycled Mesh Uppersupports the foot while remaining highly breathable and reducing carbon emissions.OrthoLite™ X-30 sockliner is a heel liner offeringsoft step-in comfort.  ,https://www.runningwarehouse.com/ASICS_Gel_Cumulus_25/descpage-AC25W03.html
49,ASICS Novablast 3,ASICS,Novablast 3,144.95,0.0,0.0,women, Nagino,High,Neutral,"All Around,Fast Runs,Cushioned Comfort,Walking,Roads and Pavement",FLYTEFOAM BLAST PLUSis a lightweight midsole foam that delivers responsive propulsion and a soft landing.,AHARrubber outsole has twice the abrasion resistance of ASICS traditional outsole rubber for improved durability and traction.,"Tongue Wingfit improves midfoot fit and reduces tongue slidingJacquard Mesh Uppersupports the foot while remaining highly breathable for a fast, premium running experience.  ",https://www.runningwarehouse.com/ASICS_Novablast_3/descpage-ANB3W12.html
50,ASICS SUPERBLAST,ASICS,SUPERBLAST,199.95,0.0,0.0,unisex, Cream/Mineral Beige,Maximal,Neutral,"All Around,Fast Runs,Cushioned Comfort,Roads and Pavement","FLYTEFOAM Blast Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.FLYTEFOAM Blast Plusunderneath the top layer of FF Blast Turbo provides additional protection, structure, and cushioning.",AHARPLUS is a lightweight and abrasion resistant rubber that is approximately three times higher in resistance than ASICS' conventional rubber.,Jacquard Woven Materialon the upper provides strength and breathability.  ,https://www.runningwarehouse.com/ASICS_SUPERBLAST/descpage-ASSBU1.html
51,ASICS Noosa Tri 14,ASICS,Noosa Tri 14,130.0,89.0,68.46,women, Orange Pop/Coral,Medium,Neutral,"All Around,Fast Runs,Roads and Pavement",FLYTEFOAM midsole provideslightweight and durable cushioning that is also environmentally friendlyGUIDESOLE technologyoffers an efficient ride by combining a rockered sole with a stiff forefoot,Grip Sole Outsoleis durable and slip-resistant,"Engineered Mesh Uppersupports the foot while remaining highly breathable for a fast, premium running experience  ",https://www.runningwarehouse.com/ASICS_Noosa_Tri_14/descpage-AGNTW7.html
52,ASICS Gel Kayano 29,ASICS,Gel Kayano 29,170.0,109.95,64.68,women, Lite,Medium,Max,"All Around,Cushioned Comfort,Walking,Roads and Pavement","Rearfoot Gel cushioning systemuses a silicone-based gel for responsive shock absorption on impact.Flytefoam Blast Plusprovides lightweight and durable cushioning that is also environmentally friendly.Dynamic DuoMax Support Systemreduces over pronation by controlling the movement of the foot, leading to a smoother heel-to-toe transition.Space Trussticreduces the weight of the sole while providing stability and retaining the structural integrity of the shoe.Gender-Specific Trussticis tuned to Men's and Women's specific biomechanical needs, giving each of them the protection, and smooth ride they need.LITETRUSSdesign creates a smooth and balanced heel-to-toe transition.",ASICS High Abrasion Rubber (AHAR)is placed in critical areas for added durability and traction.,"Engineered meshcomprises the upper, providing lightweight breathability allowing the foot to move naturally while maintaining structure.External Heel Clutchuses an exoskeletal structure that wraps the heel for a secure fit, with a new X-shaped structure lined with memory foam for a personalized fit.EVA Socklinerprovides added cushioning.  ",https://www.runningwarehouse.com/ASICS_Gel_Kayano_29/descpage-AK29W13.html
53,ASICS Novablast 2,ASICS,Novablast 2,130.0,49.88,38.37,women, Thunder Blue/Soft Sky,High,Neutral,"All Around,Cushioned Comfort,Roads and Pavement",Flytefoam Blastis a lightweight midsole foam that delivers responsive propulsion and a soft landing.,AHARPLUSrubber outsole has twice the abrasion resistance of ASICS traditional outsole rubber for improved durability and traction.,"Double Jacquard Mesh Uppersupports the foot while remaining highly breathable for a fast, premium running experience.  ",https://www.runningwarehouse.com/ASICS_Novablast_2/descpage-ASNBW20.html
